Antti Aalto
Adam Huska
Ryan Huska
Kent Huskins
Matt Hussey
Ville Husso
Ron Huston
Andrew Hutchinson
Michael Hutchinson
Ron Hutchinson
Dave Hutchison
Ben Hutton
Bill Hutton
Carter Hutton
Grant Hutton
Tomas Hyka
Harry Hyland
Zach Hyman
Dave Hynes
Gord Hynes
Hannes Hyvonen
Alex Iafallo
Al Iafrate
Mike Iggulden
Jarome Iginla
Victor Ignatjev
Miroslav Ihnacak
Peter Ihnacak
Bokondji Imama
Brent Imlach
Jarkko Immonen
Peter Ing
Earl Ingarfield
Earl Ingarfield
Bill Inglis
Jack Ingoldsby
Connor Ingram
Frank Ingram
Ron Ingram
Gary Inness
Ralph Intranuovo
Arturs Irbe
Randy Ireland
Danny Irmen
Robbie Irons
Joe Ironstone
Dick Irvin
Ted Irvine
Leland Irving
Brayden Irwin
Ivan Irwin
Matt Irwin
Ulf Isaksson
Brad Isbister
Kim Issel
Raitis Ivanans
Pat Jablonski
Greg Jacina
Barret Jackman
Richard Jackman
Tim Jackman
Art Jackson
Dane Jackson
Don Jackson
Doug Jackson
Harold Jackson
Harvey "Busher" Jackson
Jack Jackson
Jeff Jackson
Jim Jackson
Lloyd Jackson
Percy Jackson
Scott Jackson
Stan Jackson
Walter "Red" Jackson
Joshua Jacobs
Paul Jacobs
Tim Jacobs
Jean-Francois Jacques
Jason Jaffray
Jaromir Jagr
John Jakopin
Pauli Jaks
Risto Jalo
Kari Jalonen
Connor James
Gerry James
Val James
James Jamieson
Steve Janaszak
Dan Jancevski
Bob Janecyk
Doug Janik
Lou Jankowski
Mark Jankowski
Mattias Janmark-Nylen
Craig Janney
Cam Janssen
Mark Janssens
Marko Jantunen
Ryan Jardine
Calle Jarnkrok
Christian Jaros
Cole Jarrett
Doug Jarrett
Gary Jarrett
Pierre Jarry
Tristan Jarry
Hannu Jarvenpaa
Martti Jarventie
Iiro Jarvi
Doug Jarvis
James "Bud" Jarvis
Seth Jarvis
Wes Jarvis
Dmitrij Jaskin
Jason Jaspers
Arto Javanainen
Bob Jay
Tanner Jeannot
Dustin Jeffrey
Larry Jeffrey
Tomas Jelinek
Jan Jenik
Dean Jenkins
Roger Jenkins
Boone Jenner
Bill Jennings
Grant Jennings
Al Jensen
Chris Jensen
Darren Jensen
David Jensen
David Jensen
Joe Jensen
Nick Jensen
Nicklas Jensen
Steve Jensen
Jakub Jerabek
Eddie Jeremiah
Paul Jerrard
Frank Jerwa
Joe Jerwa
Hugh Jessiman
Jeff Jillson
Jaroslav Jirik
Rosario "Kitoute" Joannette
Rick Jodzio
Jesse Joensuu
Glenn Johannesen
John Johannson
Bill "Red" Johansen
Lucas Johansen
Ryan Johansen
Trevor Johansen
Andreas Johansson
Bjorn Johansson
Calle Johansson
Jonas Johansson
Jonas Johansson
Magnus Johansson
Marcus Johansson
Mathias Johansson
Roger Johansson
Don Johns
Stephen Johns
Aaron Johnson
Adam Johnson
Al Johnson
Bob Johnson
Brent Johnson
Brian Johnson
Chad Johnson
Craig Johnson
Dan Johnson
Earl "Ching" Johnson
Erik Johnson
Greg Johnson
Ivan "Ching" Johnson
Jack Johnson
Jim Johnson
Jim Johnson
Justin Johnson
Kent Johnson
Luke Johnson
Mark Johnson
Matt Johnson
Mike Johnson
Nick Johnson
Norm Johnson
Reese Johnson
Ryan Johnson
Terry Johnson
Tom Johnson
Tyler Johnson
Virgil Johnson
Andreas Johnsson
Kim Johnsson
Bernie Johnston
Ed Johnston
George "Wingy" Johnston
Greg Johnston
Jay Johnston
Joey Johnston
Larry Johnston
Marshall Johnston
Randy Johnston
Ross Johnston
Ryan Johnston
Ed Johnstone
Ross Johnstone
Mikko Jokela
Henri Jokiharju
Jussi Jokinen
Olli Jokinen
Jyrki Jokipakka
Aurel Joliat
Bobby Joliat
Greg Joly
Yvan Joly
Jean-Francois Jomphe
Stan Jonathan
Alvin "Buck" Jones
Ben Jones
Blair Jones
Bob Jones
Brad Jones
Caleb Jones
Connor Jones
David Jones
Jim Jones
Jimmy Jones
Keith Jones
Martin Jones
Matt Jones
Max Jones
Randy Jones
Ron Jones
Ryan Jones
Seth Jones
Ty Jones
Zac Jones
Hans Jonsson
Jorgen Jonsson
Kenny Jonsson
Lars Jonsson
Tomas Jonsson
Axel Jonsson-Fjallby
Josh Jooris
Michal Jordan
Jacob Josefson
Chris Joseph
Curtis Joseph
Mathieu Joseph
Pierre-Olivier Joseph
Tony Joseph
Dakota Joshua
Roman Josi
Derek Joslin
Tyson Jost
Andrew Joudrey
Ed Jovanovski
Eddie Joyal
Bob Joyce
Duane Joyce
Winston "Bing" Juckes
Patrik Juhlin
Claude Julien
Joe Juneau
Steve Junker
Joe Junkin
Jonas Junland
Olli Juolevi
Milan Jurcina
Tomas Jurco
Timo Jutila
Noah Juulsen
Bill Juzda
Jari Kaarela
Robert Kabel
Frantisek Kaberle
Tomas Kaberle
Mark Kachowski
Eddie Kachur
Nazem Kadri
Trent Kaese
Kaapo Kahkonen
Dominik Kahun
Alexei Kaigorodov
Vern Kaiser
Kaapo Kakko
Walter "Jeff" Kalbfleisch
Alex Kaleta
Patrick Kaleta
Dmitri Kalinin
Sergey Kalinin
Jon Kalinski
Arthur Kaliyev
Erik Kallgren
Tomi Kallio
Anders Kallur
Petr Kalus
Wyatt Kalynuk
Vladislav Kamenev
Valeri Kamensky
Kevin Kaminski
Max Kaminsky
Yan Kaminsky
David Kampf
Steven Kampfer
Rudolph "Bingo" Kampman
Hannu Kamppuri
Tomas Kana
Boyd Kane
Evander Kane
Frank "Red" Kane
Patrick Kane
Petr Kanko
Gordon Kannegiesser
Sheldon Kannegiesser
Kasperi Kapanen
Niko Kapanen
Sami Kapanen
Michael Kapla
Kirill Kaprizov
Ladislav Karabin
Mike Karakas
Jere Karalahti
Vitali Karamnov
Paul Kariya
Steve Kariya
Kyosti Karjalainen
Al Karlander
Andreas Karlsson
Erik Karlsson
Henrik Karlsson
Melker Karlsson
William Karlsson
Fredrik Karlstrom
Dave Karpa
Valeri Karpov
Alexander Karpovtsev
Martins Karsums
Alexei Kasatonov
Jason Kasdorf
David Kase
Ondrej Kase
Kasimir Kaskisuo
Lukas Kaspar
Darius Kasparaitis
Steve Kasper
Matt Kassian
Zack Kassian
Ed Kastelic
Mark Kastelic
Mike Kaszycki
Boris Katchouk
Mark Katic
Martin Kaut
Pat Kavanagh
Ed Kea
Joey Keane
Mike Keane
Doug Keans
Bracken Kearns
Dennis Kearns
Jackie Keating
John "Red" Keating
Mike Keating
Gordon "Duke" Keats
Dan Keczmer
Sheldon Keefe
Melville "Butch" Keeling
Don Keenan
Larry Keenan
Brady Keeper
Matt Keetley
Rick Kehoe
Duncan Keith
Matt Keith
Jarmo Kekalainen
Chris Kelleher
Clayton Keller
Ralph Keller
Ryan Keller
Christer Kellgren
Joel Kellman
Bob Kelly
Chris Kelly
Dave Kelly
J.-Bob Kelly
John-Paul Kelly
Leonard "Red" Kelly
Parker Kelly
Pete Kelly
Regis "Pep" Kelly
Steve Kelly
Kevin Kemp
Stan "Bud" Kemp
Adrian Kempe
Mario Kempe
Michal Kempny
Joonas Kemppainen
Chris Kenady
Bill Kendall
Ronalds Kenins
Dean Kennedy
Forbes Kennedy
Mike Kennedy
Sheldon Kennedy
Ted Kennedy
Tim Kennedy
Tyler Kennedy
Ernie Kenny
Dave Keon
Michael Keranen
Alexander Kerch
Nicolas Kerdiles
Alexander Kerfoot
Tanner Kero
Alan Kerr
Dave Kerr
Reg Kerr
Tim Kerr
Dan Kesa
Ryan Kesler
Phil Kessel
Rick Kessell
Veli-Pekka Ketola
Kerry Ketter
Nikolai Khabibulin
Jujhar Khaira
Sergei Kharin
Alexander Kharitonov
Alexander Khavanov
Yuri Khmylev
Alexander Khokhlachev
Dmitri Khristich
Anton Khudobin
Ian Kidd
Trevor Kidd
Matthew Kiersted
Udo Kiessling
Chad Kilger
Alexander Killorn
Brian Kilrea
Hec Kilrea
Ken Kilrea
Wally Kilrea
Darin Kimble
Jakub Kindl
Bryce Kindopp
Orest Kindrachuk
D.J. King
Derek King
Dwight King
Frank King
Jason King
Kris King
Scott King
Steven King
Wayne King
Keith Kinkaid
Geordie Kinnear
Geoff Kinrade
Brian Kinsella
Ray Kinsella
Marko Kiprusoff
Miikka Kiprusoff
Bobby Kirk
Bob Kirkpatrick
Mark Kirton
Bogdan Kiselevich
Kelly Kisio
Bill Kitchen
Chapman "Hobie" Kitchen
Mike Kitchen
Joel Kiviranta
Matiss Kivlenieks
Patric Kjellberg
Linus Klasen
Ralph Klassen
Trent Klatt
Ken Klee
Oscar Klefbom
Kevin Klein
Lloyd "Dede" Klein
Scot Kleinendorst
Terry Kleisinger
Anton Klementyev
Jon Klemm
Jakub Klepis
Rostislav Klesla
Petr Klima
Morgan Klimchuk
Sergei Klimovich
Ernest "Ike" Klingbeil
Carl Klingberg
John Klingberg
Rob Klinkhammer
Justin Kloos
Tomas Kloucek
Joe Klukay
Gord Kluzak
Julius Klymkiw
Connor Knapp
Artemi Kniazev
Bill Knibbs
Rick Knickle
Corban Knight
Spencer Knight
Fred Knipscheer
William "Nick" Knott
Paul Knox
Mike Knuble
Espen Knutsen
Nikolai Knyzhov
Matt Koalska
Chuck Kobasew
Dieter Kochan
Pyotr Kochetkov
David Koci
Joey Kocur
Greg Koehler
Slater Koekkoek
Dustin Kohn
Ladislav Kohn
Ville Koistinen
Tom Koivisto
Mikko Koivu
Saku Koivu
Otto Koivula
Krys Kolanos
Chad Kolarik
Pavel Kolarik
Keegan Kolesar
Mark Kolesar
Vitaly Kolesnik
Juraj Kolnik
Dean Kolstad
Konstantin Koltsov
Vladislav Kolyachonok
Olaf Kolzig
Neil Komadoski
Zenith Komarniski
Leo Komarov
Mike Komisarek
Matthew Konan
Maxim Kondratiev
Travis Konecny
George Konik
Zenon Konopka
Steve Konowalchuk
Steve Konroyd
Evgeny Konstantinov
Vladimir Konstantinov
Petri Kontiola
Chris Kontos
Russ Kopak
Tomas Kopecky
Anze Kopitar
Jerry Korab
Kaedan Korczak
Dan Kordic
John Kordic
Josef Korenar
Jim Korn
Mike Korney
Dmitri Korobov
Evgeny Korolev
Igor Korolev
Cliff Koroll
Alexander Korolyuk
Lauri Korpikoski
Joonas Korpisalo
Egor Korshkov
Roger Kortko
Mikko Koskinen
Scott Kosmachuk
Kalle Kossila
Klim Kostin
Andrei Kostitsyn
Sergei Kostitsyn
Michael Kostka
Tom Kostopoulos
Doug Kostynski
Ales Kotalik
Dick Kotanen
Jesperi Kotkaniemi
Chris Kotsopoulos
Jonathan Kovacevic
Ilya Kovalchuk
Andrei Kovalenko
Alexei Kovalev
Joe Kowal
Don Kozak
Les Kozak
Viktor Kozlov
Vyacheslav Kozlov
Brandon Kozun
Milan Kraft
Ryan Kraft
Steve Kraftcheck
Brent Krahn
Lukas Krajicek
Phil "Skip" Krake
Igor Kravchuk
Mikhail Kravets
Vitali Kravtsov
Peyton Krebs
Chris Kreider
David Krejci
Dale Krentz
Kamil Kreps
Jordan Krestanovich
Jaroslav Kristek
Sergei Krivokrasov
Jason Krog
Joe Krol
Richard Kromm
Robert Kron
Niklas Kronwall
Staffan Kronwall
Kevin Krook
Vlastimil Kroupa
Torey Krug
Marcus Kruger
Jim Krulicki
Uwe Krupp
Gord Kruppke
Paul Kruse
Mike Krushelnyski
Vladimir Krutov
Todd Krygier
Dave Kryskow
Ed Kryzanowski
Filip Kuba
Dominik Kubalik
Tomas Kubalik
Pavel Kubina
Frantisek Kucera
Nikita Kucherov
Alexei Kudashov
Bob Kudelski
Kristian Kudroc
Darcy Kuemper
Ryan Kuffner
Karson Kuhlman
Gordon "Doggie" Kuhn
Tom Kuhnhackl
Dean Kukan
Lasse Kukkonen
Adolph Kukulowicz
Brett Kulak
Stu Kulak
Arturs Kulda
Nikolay Kulemin
Mikhail Kuleshov
Dmitri Kulikov
Arnie Kullman
Ed Kullman
Jarno Kultanen
Mark Kumpel
Tomas Kundratek
Luke Kunin
Chris Kunitz
Les Kuntar
Alan Kuntz
Murray Kuntz
Cody Kunyk
Janne Kuokkanen
Rasmus Kupari
Sean Kuraly
Philipp Kurashev
Tomas Kurka
Jari Kurri
Gary Kurt
Orland Kurtenbach
Justin Kurtz
Tom Kurvers
Merve Kuryluk
Dale Kushner
Zdenek Kutlak
Evgeny Kuznetsov
Maxim Kuznetsov
Greg Kuznik
Ken Kuzyk
Dmitri Kvartalnov
Oleg Kvasha
Joel Kwiatkowski
Larry "King" Kwong
Bill Kyle
Walter "Gus" Kyle
Oliver Kylington
Markku Kyllonen
Nick Kypreos
Jordan Kyrou
Jim Kyte
Milan Kytnar
Moe L'Abbe
Joel L'Esperance
Teemu Laakso
Antti Laaksonen
Mike Labadie
Kevin Labanc
Jason Labarbera
Joseph LaBate
Neil LaBatte
Jean-Francois Labbe
Marc LaBelle
Leo Labine
Gord Labossiere
Max Labovitch
Dan Labraaten
Yvon Labre
Patrick Labrecque
Guy Labrie
Pierre-Cedric Labrie
Elmer Lach
Michel Lachance
Scott Lachance
Blaine Lacher
Eddie Lack
Francois Lacombe
Normand Lacombe
Dan LaCosta
Dan LaCouture
Alphonse Lacroix
Andre Lacroix
Daniel Lacroix
Eric Lacroix
Pierre Lacroix
Tanner Laczynski
Andrew Ladd
Randy Ladouceur
Paul Ladue
Nathan LaFayette
Rick LaFerriere
Sam Lafferty
Christian Laflamme
Guy Lafleur
Rene Lafleur
Jack LaFontaine
Pat LaFontaine
Ernie Laforce
Bob Laforest
Mark Laforest
Claude LaForge
Marc Laforge
Pete Laframboise
Del LaFrance
Leo Lafrance
Alexis Lafreniere
Jason Lafreniere
Roger Lafreniere
Jean-Guy Lagace
Maxime Lagace
William Lagesson
Brooks Laich
Tom Laidlaw
Kellan Lain
Patrik Laine
Quintin Laing
Rob Laird
Serge Lajeunesse
Simon Lajeunesse
Max Lajoie
Sasha Lakovic
Hec Lalande
David Laliberte
Patrick Lalime
Bobby Lalonde
Edward "Newsy" Lalonde
Ron Lalonde
Shawn Lalonde
Mike Lalor
Joe Lamb
Mark Lamb
Dan Lambert
Denny Lambert
Lane Lambert
Yvon Lambert
Dick Lamby
Jean Lamirande
Hank Lammens
Juho Lammikko
Marc Lamothe
Leo Lamoureux
Mitch Lamoureux
Bryce Lampman
Mike Lampman
Jack Lancien
Anton Lander
Gabriel Landeskog
Larry Landon
Eric Landry
Gord Lane
Myles Lane
Robert Lang
Darren Langdon
Steve Langdon
Pete Langelle
Jamie Langenbrunner
Chris Langevin
Dave Langevin
Josh Langfeld
Marek Langhamer
Daymond Langkow
Scott Langkow
Alain Langlais
Albert Langlois
Charlie Langlois
Rod Langway
Jeff Lank
Kevin Lankinen
Jean-Marc Lanthier
Ted Lanyon
Rick Lanz
Dan Laperriere
Ian Laperriere
Jacques Laperriere
Hendrix Lapierre
Maxim Lapierre
Darryl Laplante
Claude Lapointe
Guy Lapointe
Martin Lapointe
Rick Lapointe
Nick Lappin
Peter Lappin
Edgar Laprade
Ben "Bun" LaPrairie
Georges Laraque
Igor Larionov
Garry Lariviere
Dylan Larkin
Drew Larman
Jeff Larmer
Steve Larmer
Wildor Larochelle
Denis Larocque
Mario Larocque
Michel "Bunny" Larocque
Michel Larocque
Chad Larose
Charles "Bonner" Larose
Claude Larose
Claude Larose
Cory Larose
Guy Larose
Pierre Larouche
Steve Larouche
Brad Larsen
Philip Larsen
Norm Larson
Reed Larson
Adam Larsson
Jacob Larsson
Johan Larsson
Tyler Larter
Jan Lasak
Brian Lashoff
Matt Lashoff
Gary Laskoski
Jiri Latal
Guillaume Latendresse
James Latos
Phil Latreille
David Latta
Michael Latta
Marty Lauder
Mike Lauen
Brad Lauer
Craig Laughlin
Mike Laughton
Scott Laughton
Janne Laukkanen
Don "Red" Laurence
Oliver Lauridsen
Paul Laus
Jeremy Lauzon
Kevin LaVallee
Mark LaVarre
Brian Lavender
Eric Lavigne
Peter Laviolette
Jack Laviollette
Dominic Lavoie
Kirby Law
Paul Lawless
Mark Lawrence
Danny Lawson
Nathan Lawson
Brian Lawton
Derek Laxdal
Gordie Laxton
Hal Laycoe
Curtis Lazar
Jeff Lazaro
Jamie Leach
Jay Leach
Larry Leach
Reggie Leach
Steve Leach
Pat Leahy
Brett Leason
Jim Leavins
Brett Lebda
Patrick Lebeau
Stephan Lebeau
Drew LeBlanc
Fern LeBlanc
Jean-Paul LeBlanc
John LeBlanc
Louis Leblanc
Peter Leblanc
Ray LeBlanc
Peter Leboutillier
Al LeBrun
Bill LeCaine
Vincent Lecavalier
Jack LeClair
John LeClair
Pascal Leclaire
Mike LeClerc
Rene LeClerc
Doug Lecuyer
Nick Leddy
Per Ledin
Walt Ledingham
Albert "Battleship" Leduc
Rich Leduc
Grant Ledyard
Anders Lee
Brian Lee
Ed Lee
Peter Lee
Brad Leeb
Greg Leeb
Gary Leeman
Brian Leetch
Guillaume Lefebvre
Patrice Lefebvre
Sylvain Lefebvre
Bryan Lefley
Chuck Lefley
Manny Legace
Roger Leger
Barry Legge
Randy Legge
Claude Legris
David Legwand
Artturi Lehkonen
Hugh Lehman
Scott Lehman
Tommy Lehman
Robin Lehner
Yanick Lehoux
Jori Lehtera
Jere Lehtinen
Petteri Lehto
Antero Lehtonen
Kari Lehtonen
Mikko Lehtonen
Mikko Lehtonen
Mikko Lehtonen
Hank Lehvonen
Eddie Leier
Taylor Leier
Michael Leighton
Ville Leino
Mikko Leinonen
Brendan Leipsic
Bob Leiter
Ken Leiter
Joshua Leivo
Jacques Lemaire
Moe Lemay
Reggie Lemelin
Roger Lemelin
Alain Lemieux
Bob Lemieux
Brendan Lemieux
Claude Lemieux
Jacques Lemieux
Jean Lemieux
Jocelyn Lemieux
Mario Lemieux
Real Lemieux
Richard Lemieux
Tim Lenardon
Mike Lenarduzzi
David LeNeveu
John Leonard
Jordan Leopold
Alfred "Pit" Lepine
Hector Lepine
Sami Lepisto
Bryan Lerg
Brett Lernout
Francois Leroux
Gaston "Gus" Leroux
Jean-Yves Leroux
Curtis Leschyshyn
Jake Leschyshyn
Art Lesieur
Otto Leskinen
Francis Lessard
Junior Lessard
Mario Lessard
Rick Lessard
Lucas Lessio
Bill Lesuk
Jack Leswick
Pete Leswick
Tony Leswick
Alan Letang
Kristopher Letang
Mark Letestu
Pierre-Luc Letourneau-Leblond
Trevor Letowski
Vinni Lettieri
Maxim Letunov
Joe Levandoski
Louis Levasseur
Normand Leveille
Guy Leveque
Don Lever
Craig Levie
Scott Levins
Alex Levinsky
Tapio Levo
Danny Lewicki
Tyler Lewington
Dale Lewis
Dave Lewis
Doug Lewis
Grant Lewis
Herbie Lewis
Trevor Lewis
Rick Ley
Michael Liambas
Igor Liba
Jeff Libby
Nick Libett
Tony Licari
Bob Liddington
Doug Lidster
Nicklas Lidstrom
Nathan Lieuwen
Dave Liffiton
John-Michael Liles
Andreas Lilja
Jakob Lilja
Timothy Liljegren
John Lilley
Juha Lind
Kole Lind
Anders Lindback
Chris Lindberg
Oscar Lindberg
Tobias Lindberg
Pelle Lindbergh
Matt Lindblad
Oskar Lindblom
Petteri Lindbohm
Johan Lindbom
Esa Lindell
Jamie Linden
Trevor Linden
Charlie Lindgren
Lars Lindgren
Mats Lindgren
Perttu Lindgren
Ryan Lindgren
Anton Lindholm
Elias Lindholm
Hampus Lindholm
Mikael Lindholm
Par Lindholm
Brett Lindros
Eric Lindros
Bert Lindsay
Bill Lindsay
Ted Lindsay
Gustav Lindstrom
Joakim Lindstrom
Willy Lindstrom
David Ling
Charles Linglet
Ken Linseman
Richard Lintner
JC Lipon
Chris LiPuma
Carl Liscombe
Enver Lisin
Bryan Little
Neil Little
David Littman
Ed Litzenberger
Mike Liut
Blake Lizotte
Jon Lizotte
Lonnie Loach
Jacques Locas
Bill Lochead
Corey Locke
Ken Lockett
Howard "Holes" Lockhart
Norm Locking
William Lockwood
Viktor Lodin
Darcy Loewen
Mark Lofthouse
Bob Logan
Dave Logan
Claude Loiselle
Martin Lojek
Andrei Loktionov
Andrei Lomakin
Matthew Lombardi
Ryan Lomberg
Brian Loney
Troy Loney
Barry Long
Stan Long
Ross Lonsberry
Hakan Loob
Peter Loob
Viktor Loov
Pete LoPresti
Sam LoPresti
Jim Lorentz
Steven Lorentz
Danny Lorenz
Bob Lorimer
Matt Lorito
Rod Lorrain
Clem Loughlin
Wilf Loughlin
Ron Loustel
Ben Lovejoy
Ken Lovsin
Reed Low
Ron Low
Dwayne Lowdermilk
Darren Lowe
Keegan Lowe
Kevin Lowe
Norman "Odie" Lowe
Ross Lowe
Eddie Lowrey
Fred Lowrey
Gerry Lowrey
Adam Lowry
Dave Lowry
Lynn Loyns
Larry Lozinski
Dan Lucas
Dave Lucas
Don Luce
Milan Lucic
Jan Ludvig
Craig Ludwig
Steve Ludzik
Matt Luff
Warren Luhning
Bernie Lukowich
Brad Lukowich
Morris Lukowich
Chuck Luksa
Dave Lumley
Harry Lumley
Jyrki Lumme
Pentti Lund
Brian Lundberg
Len Lunde
Anton Lundell
Isac Lundestrom
Bengt Lundholm
Mike Lundin
Nils Lundkvist
Jamie Lundmark
Henrik Lundqvist
Joel Lundqvist
Joe Lundrigan
Tord Lundstrom
Pat Lundy
Mikko Luoma
Chris Luongo
Roberto Luongo
Eetu Luostarinen
Joona Luoto
Ross Lupaschuk
Gilles Lupien
Gary Lupul
Joffrey Lupul
Ukko-Pekka Luukkonen
Roman Lyashenko
Toni Lydman
George Lyle
Doug Lynch
Jack Lynch
Vic Lynn
Alex Lyon
Steve Lyon
Ron "Peaches" Lyons
Brett Lysak
Tom Lysiak
Roman Lyubimov
Ilya Lyubushkin
Olli Maatta
Al MacAdam
Clarke MacArthur
Matias Maccelli
Kurtis MacDermid
Lane MacDermid
Paul MacDermid
Andrew MacDonald
Blair MacDonald
Brett MacDonald
Craig MacDonald
Doug Macdonald
Jacob MacDonald
James "Kilby" Macdonald
Jason MacDonald
Joey MacDonald
Kevin MacDonald
Lowell MacDonald
Parker MacDonald
Kim MacDougall
Mackenzie MacEachern
Shane MacEachern
Maxime Macenauer
Zack MacEwen
Hubert Macey
Bruce MacGregor
Randy MacGregor
Garth MacGuigan
Spencer Machacek
Raymond Macias
Al MacInnis
Ryan MacInnis
Ian MacIntosh
Drew MacIntyre
Steve MacIntyre
Don MacIver
Norm Maciver
Blair MacKasey
Calum MacKay
David MacKay
Duncan "Mickey" MacKay
Murdo MacKay
Fleming Mackell
Jack MacKell
Aaron MacKenzie
Barry MacKenzie
Bill MacKenzie
Clarence "Pudge" MacKenzie
Derek MacKenzie
Shawn MacKenzie
Connor Mackey
David Mackey
Reg Mackey
Howard Mackie
Nathan MacKinnon
Paul MacKinnon
Brett MacLean
Donald MacLean
John MacLean
Paul MacLean
Rick MacLeish
Brian MacLellan
Pat MacLeod
Bill MacMillan
Bob MacMillan
Jeff MacMillan
John MacMillan
Al MacNeil
Bernie MacNeil
Ian MacNeil
Jamie Macoun
Jim "Bud" MacPherson
Ralph MacSweyn
Craig MacTavish
Andrew MacWilliam
Mike MacWilliam
John Madden
Darrin Madeley
Connie Madigan
Jeff Madill
Saku Maenalanen
Dean Magee
Darryl Maggs
Marc Magnan
Olivier Magnan
Keith Magnuson
Kevin Maguire
Johnny Mahaffy
Frank Mahovlich
Pete Mahovlich
Josh Mahura
Jacques Mailhot
Philippe Maillet
Frank Mailley
Adam Mair
Jim Mair
Fern Majeau
Ivan Majesky
Bruce Major
Mark Major
Cale Makar
Andrey Makarov
Sergei Makarov
Mikko Makela
Ron "Chico" Maki
Tomi Maki
Wayne Maki
Kari Makkonen
Vladimir Malakhov
Clint Malarchuk
Tomas Malec
Beck Malenstyn
David Maley
Denis Malgin
Stewart Malgunas
Manny Malhotra
Marek Malik
Merlin Malinowski
Evgeni Malkin
Dean Malkoc
Troy Mallette
Olli Malmivaara
Brad Malone
Cliff Malone
Greg Malone
Joe Malone
Ryan Malone
Sean Malone
Dan Maloney
Dave Maloney
Don Maloney
Phil Maloney
Jeff Malott
Steve Maltais
Kirk Maltby
Mikhail Maltsev
Ray Maluta
Maxim Mamin
Tom Manastersky
Mark Mancari
Felix "Gus" Mancuso
Kent Manderville
Dan Mandich
George Maneluk
Mike Maneluk
Kris Manery
Randy Manery
Andrew Mangiapane
Cesare Maniago
Eric Manlow
Cameron Mann
Jackie Mann
Jimmy Mann
Ken Mann
Norman Mann
Rennison Manners
Brandon Manning
Paul Manning
Peter Mannino
Bob Manno
Dave Manson
Josh Manson
Ray Manson
Anthony Mantha
Georges Mantha
Moe Mantha
Sylvio Mantha
Justin Mapletoft
Paul Mara
Elmer "Buddy" Maracle
Norm Maracle
Milan Marcetta
Harold "Mush" March
Brad Marchand
Todd Marchant
Alexey Marchenko
Jonathan Marchessault
Brian Marchinko
Bryan Marchment
Mason Marchment
Dave Marcinyshyn
Lou Marcon
Don Marcotte
Josef Marha
Martin Marincin
Hector Marini
John Marino
Chris Marinucci
Frank Mario
John Mariucci
Masi Marjamaki
Gord Mark
John Markell
Gus Marker
Ray Markham
Jussi Markkanen
Jack Markle
Andrei Markov
Danil Markov
Jack Marks
John Marks
Jacob Markstrom
Nevin Markwart
Patrick Marleau
Mitch Marner
Cooper Marody
Daniel Marois
Jean Marois
Mario Marois
Patrick Maroon
Gilles Marotte
Mark Marquess
Brad Marsh
Gary Marsh
Peter Marsh
Bert Marshall
Don Marshall
Grant Marshall
Jason Marshall
Kevin Marshall
Paul Marshall
Willie Marshall
Mike Marson
Danick Martel
Tony Martensson
Clare Martin
Craig Martin
Frank Martin
Grant Martin
Hubert "Pit" Martin
Jack Martin
Matt Martin
Matt Martin
Paul Martin
Rick Martin
Ronnie Martin
Seth Martin
Spencer Martin
Terry Martin
Tom Martin
Tom Martin
Don Martineau
Radek Martinek
Alec Martinez
Darcy Martini
Jordan Martinook
Steve Martins
Andreas Martinsen
Steve Martinson
Dennis Maruk
Brandon Mashinter
Paul Masnick
Bob Mason
Charlie Mason
Chris Mason
Steve Mason
George Massecar
Jamie Masters
Bill Masterton
Frank Mathers
Mike Matheson
Dwight Mathiasen
Jim Mathieson
Marquis Mathieu
Jonathan Matsumoto
Christian Matte
Joe Matte
Joe Matte
Stefan Matteau
Stephane Matteau
Mike Matteucci
Auston Matthews
Shawn Matthias
Dick Mattiussi
Markus Mattsson
Richard Matvichuk
Johnny Matz
Greg Mauldin
Wayne Maxner
Ben Maxwell
Brad Maxwell
Bryan Maxwell
Kevin Maxwell
Wally Maxwell
Alan May
Brad May
Darrell May
Derek Mayer
Gil Mayer
Jim Mayer
Pat Mayer
Shep Mayer
Jamal Mayers
Scott Mayfield
Gerald Mayhew
Dysin Mayo
Maksim Mayorov
Marek Mazanec
Eddie Mazur
Jay Mazur
Gary McAdam
Sammy McAdam
Chris McAllister
Chris McAlpine
Dean McAmmond
Hazen McAndrew
Ted McAneeley
Kenndal McArdle
Jerome "Jud" McAtee
Norm McAtee
Ken McAuley
Charlie McAvoy
Andrew McBain
Jack McBain
Jamie McBain
Jason McBain
Mike McBain
Wayne McBean
Cliff McBride
Jim McBurney
Bryan McCabe
Jake McCabe
Stan McCabe
Bert McCaffrey
John McCahill
Doug McCaig
Dunc McCallum
Eddie "Callie" McCalmon
Jared McCann
Rick McCann
Michael McCarron
Jack McCartan
Dan McCarthy
John McCarthy
Kevin McCarthy
Sandy McCarthy
Steve McCarthy
Tom McCarthy
Tom McCarthy
Tom McCarthy
Ben McCartney
Walter McCartney
Darren McCarty
Ted McCaskill
Alyn McCauley
Rob McClanahan
Trent McCleary
Kevin McClelland
Jay McClement
Tom McCollum
Frank McCool
Bob McCord
Dennis McCord
John McCormack
Cody McCormick
Max McCormick
Shawn McCosh
Ian McCoshen
Dale McCourt
Bill McCreary
Bill McCreary
